10
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0.103338 0.116255 0 0 0 0.0290637 0.0401869 0.0372016 0.0153725 0.0193758 0.0110064 0.0189804 0.00826701 0.00363297 0.0112634 0.011482 0.00257629 0.036039 0.0326884 0.0326667 0.0228554 0.0258344 0.0223209 0.0302675 0.0261534 0.0272843 0.0232233 0.0217009 0.013549 0.0245225 0.0175076 0.0253428 0.0242949 0.0254756 0.019022 0.0212544 0.0287389 0.0249948 0.0295997 0.0337429 0.0264073 0.0259412 0.0316902 0.0259321 0.0301031 0.0224033 0.0263401 0.023437 0.0248511 0.027 0.0203622 0.0232829 0.0232125 0.0247635 0.024761 0.0261262 0.0269848 0.0220884 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0 0.0376267 0.0261297 0.00959865 0.0293959 0.0116132 0.00940668 0.00777411 0 0.00556608 0.021597 0.00836149 0.00918621 0.0244118 0.0145165 0.0156344 0.035275 0.0202638 0.0223506 0.0160038 0.0277628 0.021071 0.0187855 0.0341944 0.0131981 0.0234887 0.0224715 0.0200663 0.0238841 0.0362792 0.0195294 0.0245725 0.0301217 0.0261106 0.0188915 0.0244289 0.0243986 0.0193058 0.0247965 0.0200954 0.0228365 0.021136 0.0224498 0.0253371 0.022251 0.0229192 0.0218235 0.0226035 0.0240037 0.0231065 0.0224199 0.0200572 0.0311956 0.0246096 0.0213915 0.0232397 0.0232554 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0 0 0.0531105 0.01951 0.0149373 0.0295058 0.0191198 0 0.0132776 0.0169702 0.0146325 0.0106221 0.011203 0.0148856 0.00885175 0.0119168 0.0286797 0.029265 0.0207394 0.0135537 0.0356836 0.0237085 0.0212128 0.0236047 0.0262165 0.0289866 0.0223064 0.0283514 0.0252067 0.0258969 0.0297713 0.0226316 0.0199164 0.0247901 0.0258197 0.0276552 0.0164311 0.021042 0.029265 0.0199057 0.0249367 0.0264372 0.0234931 0.029212 0.0232358 0.0308576 0.0204582 0.0240743 0.022627 0.0219513 0.0245882 0.0192778 0.0230157 0.0208911 0.023445 0.0221078 0.0209787 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0.112781 0.0721798 0 0 0.0140976 0.0334166 0.00902247 0 0.0125312 0.00800811 0.0322231 0.00400999 0.00704881 0.0202928 0.0167083 0.00874755 0.0360899 0.0368264 0.025166 0.0298475 0.0258456 0.0332027 0.021355 0.0358919 0.0270444 0.021993 0.0205512 0.0159607 0.0229086 0.0298264 0.0257562 0.0209911 0.0268029 0.023726 0.028742 0.033812 0.0276313 0.0276417 0.028387 0.0241543 0.0202726 0.0285155 0.0283551 0.0271614 0.0309364 0.0253651 0.0283306 0.0253226 0.024358 0.0234475 0.0275377 0.0222206 0.0250305 0.0256873 0.0222612 0.0254008 0.0300749 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0 0.0343564 0.0238586 0 0 0.0318115 0.0343564 0.0141969 0.0208763 0.0101646 0.0131466 0.0152695 0.00671024 0.00594402 0.0198822 0.00475851 0.0407982 0.0233717 0.0177461 0.027602 0.0283321 0.0309208 0.0254115 0.0241532 0.0191721 0.0316602 0.0219499 0.0214504 0.0197113 0.0201122 0.0245191 0.0266437 0.0222018 0.0298015 0.0237925 0.0203292 0.0257673 0.0217155 0.0282408 0.0260135 0.0290592 0.0258733 0.0261813 0.0250791 0.0216219 0.0180654 0.0243931 0.0237761 0.0276351 0.0284367 0.0251841 0.0273999 0.0283473 0.026304 0.0265537 0.0252911 0.0224271 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0.047097 0 0.041864 0.0307572 0.0117743 0.0372125 0.0150711 0.0435939 0.0130825 0.00668834 0.00768931 0.0234439 0.0220767 0.0130372 0.0197691 0.00626221 0.0292002 0.041864 0.0272462 0.0192305 0.0228944 0.0283336 0.0156061 0.0170557 0.0293155 0.0192644 0.0255371 0.0305812 0.0261241 0.0245648 0.0172743 0.0227604 0.0273279 0.0239441 0.0224396 0.0245239 0.0235485 0.0208448 0.0249903 0.0226188 0.0180993 0.0195365 0.0251065 0.0276314 0.0245297 0.0244803 0.028635 0.0231773 0.0241059 0.0270946 0.0228702 0.020676 0.0228276 0.0250488 0.0244165 0.0254359 0.02156 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0 0.0359642 0 0 0.0140485 0.0333002 0.0134866 0.0148612 0.0187313 0.0212806 0.0229363 0.0179821 0.00702426 0.0139999 0.0222001 0.00996238 0.0292209 0.0275236 0.0241495 0.022945 0.0249751 0.0244556 0.0285958 0.0302168 0.0189225 0.0229854 0.0154846 0.0233898 0.0228288 0.0194022 0.027222 0.0278906 0.028097 0.0216731 0.0242833 0.0203939 0.0233205 0.0251386 0.0244654 0.0187212 0.0227563 0.0184261 0.0242197 0.0252352 0.02478 0.0226555 0.0222978 0.0226418 0.0269332 0.020005 0.0232793 0.0214002 0.0237965 0.0235223 0.0241882 0.0260872 0.0208542 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
0 0 0 0 0.0348301 0.0483751 0 0.00680275 0 0.0348301 0.0215889 0.0181407 0.0334905 0.00444261 0.00387001 0.00680275 0.0135584 0.0241876 0.0168844 0.0304763 0.0276429 0.0278857 0.0238675 0.0241876 0.0285607 0.0199655 0.029264 0.0222131 0.0295082 0.0183825 0.0258236 0.0225341 0.0267862 0.0188311 0.0223908 0.0241876 0.0238519 0.0271356 0.0226132 0.0280273 0.0220149 0.0256684 0.0296687 0.0188903 0.0273051 0.0248963 0.0230598 0.0247545 0.0226664 0.0208981 0.0269495 0.0244738 0.0246439 0.0235903 0.0241796 0.028044 0.0258626 0.0245902 0.0290167 0.0241876 
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 
